Geography,Geographic Area Name,Zipcode,Male,Female,Median age (years),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Total housing units,Households Total,Households Mean income (dollars),Families - Median income (dollars),Families - Mean income (dollars),Married-couple families - Median income (dollars),Nonfamily households - Median income (dollars),Nonfamily households - Mean income (dollars),Total Workers 16 years and over,Workers Median age (years),Workers Native,Workers Foreign born,Workers Foreign born - Naturalized U.S. citizen,Workers Foreign born - Not a U.S. citizen,Speak language other than English,Workers Median earnings (dollars),Workers 16 years and over who did not work from home,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Less than high school graduate,Tota - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!High school graduate (includes equivalency),Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Some college or associate's degree,Total - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings Bachelor's degree,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Graduate or professional degree,Total Population,Total Disability ,Total Disability  Male,Total Disability Female,Total Disability  With a hearing difficulty,Total Disability  With a vision difficulty,Total Disability  With a cognitive difficulty,Total Disability  With an ambulatory difficulty,Total Disability  With a self-care difficulty,Total Disability With an independent living difficulty,Percent with a disability
860Z200US64646,ZCTA5 64646,64646,183,182,35.8,76,17,13,3,0,52,49,19,41,21,19,17,38,134,99,102002,69464,131343,80417,34167,36917,121,38.3,100,0,0,0,0,48750,101,42222,,40278,28906,,,365,62,15,47,12,8,32,33,7,18,17
860Z200US64647,ZCTA5 64647,64647,245,192,44.2,13,32,36,76,2,25,41,24,33,34,80,31,10,238,173,56048,60950,66031,62500,,31090,146,55,100,0,0,0,0,37900,135,37321,,36518,34028,38700,,437,67,48,19,10,2,48,22,0,4,15.3
860Z200US64648,ZCTA5 64648,64648,1159,1263,30.4,292,211,172,237,211,211,254,214,156,158,157,121,28,826,667,113131,87083,132609,94519,22868,32836,1050,40.6,98.2,1.8,0.3,1.5,28.2,35439,890,42344,57083,34917,36864,51667,45625,2422,283,109,174,104,57,80,146,40,62,11.7
860Z200US64649,ZCTA5 64649,64649,333,370,46.1,31,32,71,36,13,52,115,68,118,37,73,43,14,336,313,69795,70446,79061,76875,,38216,312,48.4,92,8,7.7,0.3,5.1,44412,277,43542,43500,,32500,62273,,697,65,36,29,13,2,39,35,10,26,9.3
860Z200US64650,ZCTA5 64650,64650,368,285,52.4,36,9,12,59,59,53,46,108,26,41,76,118,10,319,275,58428,48333,72271,48750,35313,34457,230,51.5,99.6,0.4,0.4,0,0,35385,195,35583,37500,31786,28333,81250,66058,567,133,96,37,73,11,15,64,15,12,23.5
860Z200US64651,ZCTA5 64651,64651,223,196,46.5,14,20,23,28,24,42,54,49,47,5,67,40,6,234,182,69830,76875,82796,80375,33500,42775,203,43.6,99,1,0,1,0,40096,184,42115,,46071,39167,,48875,419,75,41,34,28,16,17,46,16,20,17.9
860Z200US64652,ZCTA5 64652,64652,185,168,51.4,4,17,24,42,22,19,32,31,32,27,40,45,18,204,156,74520,83750,99529,89375,29583,30172,158,47.6,97.5,2.5,0.6,1.9,6.3,42727,134,43182,,,48125,67250,52083,353,52,39,13,25,9,17,30,18,29,14.7
860Z200US64653,ZCTA5 64653,64653,303,230,50.2,15,21,36,22,36,53,38,68,50,56,113,23,2,266,213,80103,89318,98657,89545,48125,44366,258,48.4,100,0,0,0,1.9,46136,232,42011,,48523,34950,49750,,527,37,25,12,15,7,17,29,6,20,7
860Z200US64654,ZCTA5 64654,64654,39,25,31.5,4,1,4,22,0,7,4,5,13,1,3,0,0,18,18,165661,105833,98739,107500,,,20,35.7,100,0,0,0,0,,12,86250,,103750,,,,64,5,2,3,1,1,4,1,0,0,7.8
860Z200US64655,ZCTA5 64655,64655,42,30,61.9,0,2,2,0,0,1,2,2,16,14,0,33,0,145,57,68596,93750,112691,93929,24444,58052,34,58.6,100,0,0,0,5.9,,34,,,,,,,72,2,1,1,2,0,1,0,0,0,2.8
860Z200US64656,ZCTA5 64656,64656,135,81,40.4,18,21,9,11,9,12,60,20,20,9,16,8,3,121,86,66662,69500,78934,85938,15000,28341,85,40.4,95.3,4.7,4.7,0,4.7,41875,80,40250,,52833,36250,,,216,47,36,11,11,2,6,33,20,22,21.8
860Z200US64657,ZCTA5 64657,64657,150,179,50.7,30,5,10,15,21,35,13,55,61,11,38,32,3,202,133,74608,66563,86708,77500,48750,41247,147,52.1,100,0,0,0,0,47596,133,48558,58077,29545,58000,48523,65682,329,23,11,12,7,5,2,21,3,1,7
860Z200US64658,ZCTA5 64658,64658,1482,1630,41.6,142,210,248,262,156,312,419,278,209,247,388,164,77,1411,1122,84365,79338,97545,99028,35395,47595,1362,42.5,98.3,1.7,1.1,0.6,1.2,41484,1303,43750,54167,37938,56065,50603,57708,3059,426,168,258,121,80,148,257,84,109,13.9
860Z200US64659,ZCTA5 64659,64659,441,435,38,54,87,64,62,38,72,163,57,52,45,128,40,14,394,334,85864,75139,94647,92917,37917,53040,424,38.8,99.5,0.5,0,0.5,0.5,45375,405,47344,,46250,39167,45714,70500,876,73,46,27,25,6,24,48,16,20,8.3
860Z200US64660,ZCTA5 64660,64660,217,218,51.5,21,43,17,12,9,62,26,54,29,26,86,41,9,233,167,83201,92143,97628,96250,22250,31314,189,49.5,86.2,13.8,13.8,0,14.3,43750,177,42500,13846,58750,34167,71912,118125,435,59,35,24,24,13,16,37,11,16,13.6
860Z200US64661,ZCTA5 64661,64661,399,363,44.3,41,36,41,64,52,72,81,133,72,28,82,50,10,456,316,73985,65909,89299,63000,24630,37903,408,48,96.3,3.7,3.7,0,5.1,30463,368,31852,31250,28787,31042,,,755,73,27,46,32,13,20,56,20,37,9.7
860Z200US64664,ZCTA5 64664,64664,134,108,45.3,6,15,13,9,16,31,28,28,16,16,45,8,11,119,105,75807,73000,88785,95000,48750,50110,124,44,98.4,1.6,0,1.6,0,38500,113,39500,,35625,50625,36818,76042,242,40,31,9,14,6,13,25,6,24,16.5
860Z200US64667,ZCTA5 64667,64667,111,159,55,2,20,16,31,0,5,27,34,31,19,42,37,6,163,96,68702,78393,80400,68929,21250,26924,116,52.1,97.4,2.6,2.6,0,2.6,43125,116,51071,57917,58750,,,41250,270,32,8,24,7,6,9,20,18,24,11.9
860Z200US64668,ZCTA5 64668,64668,653,800,43.8,67,54,63,112,92,201,180,196,85,124,140,84,55,770,642,80579,84000,91640,89375,48750,53775,725,44.2,100,0,0,0,0,37109,676,38919,38750,36985,41500,36875,,1453,190,109,81,66,31,52,91,24,67,13.1
860Z200US64670,ZCTA5 64670,64670,503,492,41.4,52,83,22,16,66,191,89,108,47,84,127,75,35,486,388,106339,76250,125439,83269,27368,63614,403,40.3,98.8,1.2,1.2,0,0.7,38036,367,36513,6923,36563,53083,37250,,894,183,87,96,86,55,59,62,8,51,20.5
860Z200US64671,ZCTA5 64671,64671,972,905,42.5,135,155,111,144,34,204,197,213,107,184,234,113,46,1055,780,89848,87417,113541,94792,40938,41197,733,43.8,100,0,0,0,0,50950,683,50208,43438,55813,36250,56696,68750,1877,311,146,165,74,102,130,161,32,74,16.6
860Z200US64672,ZCTA5 64672,64672,127,63,43.7,10,0,15,29,1,9,36,0,15,17,56,0,2,171,75,53879,82667,77534,82667,43375,35033,113,60.3,100,0,0,0,0,27466,72,27466,,26000,,41726,,190,12,10,2,10,0,0,2,0,0,6.3
860Z200US64673,ZCTA5 64673,64673,1213,1279,39.4,187,131,205,178,143,288,301,207,125,224,263,147,93,1238,876,63717,63147,72338,72857,30903,45291,934,39.9,92.5,7.5,0.7,6.7,9.7,42300,807,45083,,45116,48438,44808,48750,2431,440,226,214,126,83,117,235,35,124,18.1
860Z200US64674,ZCTA5 64674,64674,158,210,33,41,36,44,18,18,31,60,40,8,12,46,12,2,197,142,69594,83611,98268,83889,31250,41066,181,40.8,100,0,0,0,11,37212,124,38636,48750,52679,39583,14444,,368,32,17,15,8,0,11,22,5,5,8.7
860Z200US64676,ZCTA5 64676,64676,88,62,48.7,13,10,2,23,2,9,14,16,10,8,26,14,3,70,58,61350,74375,70580,75313,57625,47304,57,57.1,100,0,0,0,0,57625,56,51875,,,58750,,26250,150,35,24,11,25,6,5,6,2,6,23.3
860Z200US64679,ZCTA5 64679,64679,436,425,48.9,66,45,55,31,57,48,109,76,121,92,104,38,19,419,326,73060,81667,92854,85583,,33038,352,50.5,100,0,0,0,14.2,37177,313,43929,34464,48000,35795,54643,,861,120,46,74,49,17,63,66,30,54,13.9
860Z200US64681,ZCTA5 64681,64681,71,81,59.4,0,1,6,4,5,9,18,9,28,19,19,26,8,161,73,68178,76250,84084,77083,,31305,62,57.5,100,0,0,0,0,33750,62,27188,,52500,,,,152,39,15,24,14,4,22,15,9,21,25.7
860Z200US64682,ZCTA5 64682,64682,161,121,55.8,2,10,14,19,10,6,45,20,34,45,27,36,14,179,136,74874,83750,94640,106875,21563,30756,128,42.5,100,0,0,0,0,43333,126,44500,,44844,43125,,,282,39,12,27,8,1,9,27,19,21,13.8
860Z200US64683,ZCTA5 64683,64683,3740,3908,40.5,482,617,415,510,372,952,787,798,445,536,943,550,241,3836,3042,73981,66920,80291,79000,25417,62917,3213,42.2,99,1,0.3,0.7,2.8,38595,3042,38417,12281,34091,39435,44835,48313,7448,991,439,552,368,216,350,538,149,302,13.3
860Z200US64686,ZCTA5 64686,64686,89,110,52.1,10,0,2,6,7,4,18,91,11,11,26,10,3,120,102,93165,88333,81404,88438,43750,116209,130,50.9,98.5,1.5,0,1.5,0.8,40357,130,40179,,42000,37813,,,199,29,15,14,8,7,12,17,8,11,14.6
860Z200US64688,ZCTA5 64688,64688,338,380,23.5,103,54,87,26,115,88,47,74,28,25,50,12,9,279,230,83035,100969,106625,101344,,35621,324,25.9,100,0,0,0,34.6,36615,208,39375,132917,36938,,77679,,718,83,36,47,33,17,28,40,24,38,11.6
860Z200US64689,ZCTA5 64689,64689,241,201,45,25,22,23,32,27,64,28,69,39,29,44,30,10,228,176,82614,63958,94067,85625,52917,54653,213,45.3,100,0,0,0,1.4,43750,162,43125,,35729,66250,45625,,442,61,33,28,31,13,13,33,13,10,13.8
860Z200US64701,ZCTA5 64701,64701,7622,6840,39.1,909,906,1023,800,833,1739,1912,1527,1443,976,1182,947,265,5988,5493,90996,93534,105490,111759,42036,53080,6866,41.8,96.8,3.2,1.2,2,3.9,47471,6252,48407,43125,36440,55245,62644,71587,14075,1947,1119,828,492,301,705,1113,206,523,13.8
860Z200US64720,ZCTA5 64720,64720,2365,1993,38.1,232,365,326,342,191,501,646,556,324,235,342,244,54,1735,1526,79233,92841,98651,98705,35508,36832,1937,42.7,99.7,0.3,0.1,0.2,0.3,41544,1659,42311,34375,37212,41494,,52708,4315,622,346,276,309,52,146,260,101,206,14.4
860Z200US64722,ZCTA5 64722,64722,134,106,40,10,5,13,14,30,31,38,28,3,15,30,7,16,154,103,88809,73000,114942,74750,33125,44956,115,36.6,100,0,0,0,1.7,31635,108,31346,,31346,,,,240,52,25,27,23,3,13,24,6,14,21.7
860Z200US64723,ZCTA5 64723,64723,269,247,51.1,44,22,2,20,26,61,34,97,35,51,103,18,3,324,239,82054,98750,99025,101250,43796,54484,233,47,100,0,0,0,0,44063,219,47708,,43250,58125,40938,,516,86,49,37,33,8,2,52,28,35,16.7
860Z200US64724,ZCTA5 64724,64724,825,1117,42,72,134,117,170,135,206,192,172,104,104,179,254,103,941,802,66458,64821,86143,78000,24450,31784,874,39.2,99.7,0.3,0,0.3,0.9,29828,788,39773,,40700,36250,50163,48571,1855,388,193,195,161,33,113,179,69,110,20.9
860Z200US64725,ZCTA5 64725,64725,942,1051,36.5,129,135,202,145,107,249,267,207,112,58,203,132,47,888,761,95421,89010,104832,96103,46458,63664,881,40,98.5,1.5,1.1,0.3,0.7,53698,827,55194,,56121,49135,62083,56667,1993,254,108,146,83,21,43,136,25,44,12.7
860Z200US64726,ZCTA5 64726,64726,201,155,62.5,27,32,14,4,1,32,21,10,20,64,94,37,0,221,136,67611,73750,68470,76667,48684,42261,75,44,90.7,9.3,0,9.3,0,57578,75,46389,,,59063,,,356,82,56,26,25,11,32,53,18,28,23
860Z200US64728,ZCTA5 64728,64728,171,177,45.7,21,14,31,25,10,17,50,47,17,11,64,30,11,194,139,82735,83750,86058,86875,32250,71154,137,46.2,95.6,4.4,2.2,2.2,0,47656,117,48125,,38333,51786,36250,58750,348,49,22,27,10,11,5,27,6,11,14.1
860Z200US64730,ZCTA5 64730,64730,3212,3338,41.1,402,459,374,359,212,968,581,728,378,617,836,385,251,2986,2500,68571,65323,83124,80625,19875,28834,2460,40.8,97,3,1.2,1.8,2.8,39324,2236,36934,24375,33983,37043,43417,44063,6289,1356,693,663,451,193,581,756,181,624,21.6
860Z200US64733,ZCTA5 64733,64733,603,509,35.9,133,87,80,27,20,186,169,160,80,59,62,43,6,485,420,109356,74311,126053,74770,,58042,529,42.2,100,0,0,0,0.4,42604,443,41304,18750,32083,39391,84091,72664,1100,148,99,49,43,26,69,73,24,49,13.5
860Z200US64734,ZCTA5 64734,64734,955,1110,40.8,103,177,199,86,35,182,307,278,136,161,247,131,23,802,745,107705,98462,110631,103824,55625,82747,965,43,97.2,2.8,0.3,2.5,6.5,53389,829,52637,40664,40482,65917,56250,87188,2063,200,96,104,34,53,64,66,22,79,9.7
860Z200US64735,ZCTA5 64735,64735,6502,7070,44.8,820,829,779,691,800,1346,1596,1299,1093,1073,1858,960,428,6620,5891,78001,68889,93116,82917,31928,50699,5558,44.3,99.5,0.5,0.2,0.3,1.5,37428,5270,37825,35417,27267,38560,57966,53095,13408,2498,1183,1315,874,391,947,1443,404,927,18.6
860Z200US64738,ZCTA5 64738,64738,691,684,42.2,86,66,188,72,44,153,159,71,187,57,212,64,16,651,540,61096,62404,80004,76333,,31609,620,44.4,98.1,1.9,0.6,1.3,7.1,31620,614,32407,31875,36250,,,62721,1375,288,124,164,89,28,50,181,19,63,20.9
860Z200US64739,ZCTA5 64739,64739,545,529,35.7,44,77,118,62,92,140,73,122,111,77,79,65,14,436,391,93925,102957,108599,103750,60000,56636,465,47.1,99.6,0.4,0.4,0,3,48466,399,50455,33750,70000,42344,60278,59000,1074,119,79,40,76,16,19,33,18,39,11.1
860Z200US64740,ZCTA5 64740,64740,868,700,51.4,33,63,56,99,16,160,193,251,90,154,350,92,11,1011,717,61037,62879,71361,67639,27386,41402,628,46.2,100,0,0,0,0.2,30057,566,30481,,30917,20833,51579,29500,1554,406,273,133,179,52,148,173,88,155,26.1
860Z200US64741,ZCTA5 64741,64741,182,117,30.4,40,26,2,3,38,62,1,10,23,14,65,6,9,163,111,40120,50556,46962,51204,17917,18833,119,30.7,100,0,0,0,0,,113,,,,33086,"2,500-",,299,51,21,30,0,9,16,26,0,10,17.1
860Z200US64742,ZCTA5 64742,64742,1231,1117,37,101,147,210,197,116,347,307,163,143,189,242,150,36,996,914,115539,86063,110008,102750,47446,122264,1159,39.3,98.4,1.6,1.6,0,1.4,43482,1064,47768,33229,42130,50469,77917,44688,2348,351,237,114,142,53,132,127,44,138,14.9
860Z200US64743,ZCTA5 64743,64743,86,96,36,5,8,14,10,23,24,28,26,8,13,16,7,0,102,89,61816,,68067,79063,53125,50842,95,39.4,100,0,0,0,3.2,44821,93,45625,,52813,45313,,,182,36,13,23,11,10,13,13,3,13,19.8
860Z200US64744,ZCTA5 64744,64744,4510,4037,40.4,525,511,754,679,521,769,972,1214,300,666,888,602,146,3720,3221,66647,63361,85681,66864,26379,35105,3456,43.4,99,1,1,0,4.2,34679,3226,35369,28676,26799,30743,40750,41633,8417,1577,933,644,646,232,662,793,435,636,18.7
860Z200US64745,ZCTA5 64745,64745,27,19,48.4,0,0,1,0,7,5,8,5,9,3,6,2,0,37,27,51763,,77758,,,30967,27,37.8,100,0,0,0,0,33625,27,34500,,,33500,,,46,8,7,1,4,1,2,6,0,2,17.4
860Z200US64746,ZCTA5 64746,64746,791,724,37.8,102,174,112,44,45,209,217,144,195,83,119,44,27,658,609,101896,118403,121285,128929,71500,64233,700,46.3,97.4,2.6,1.7,0.9,2,70305,631,61500,,73250,57958,57946,65694,1515,191,152,39,52,8,69,63,16,63,12.6
860Z200US64747,ZCTA5 64747,64747,1917,2149,46.7,133,389,310,157,218,421,292,637,399,317,511,236,46,1720,1609,93735,88342,107490,100982,42632,47717,2096,47.2,99.9,0.1,0.1,0,0.7,44526,1930,46099,30781,46008,42101,53462,85972,4062,493,277,216,129,73,114,274,71,126,12.1
860Z200US64748,ZCTA5 64748,64748,596,674,42.3,168,31,59,69,38,200,100,155,67,130,140,78,35,648,528,62197,64375,83540,87143,21641,27290,529,45.3,100,0,0,0,0,40361,460,40864,34063,40096,35417,52730,46429,1270,248,123,125,78,39,107,117,33,69,19.5
860Z200US64750,ZCTA5 64750,64750,170,170,34.6,50,23,45,6,10,38,23,47,6,27,22,43,0,142,104,64080,36940,59470,37241,101094,87671,113,45.5,98.2,1.8,0,1.8,22.1,,91,,,,,,101719,340,47,42,5,5,3,7,37,33,36,13.8
860Z200US64752,ZCTA5 64752,64752,280,300,46.8,43,39,35,27,50,27,53,84,33,56,71,50,12,290,225,71176,85000,83002,89792,29063,48212,206,46.1,100,0,0,0,1.9,42500,189,45333,,60833,40104,46406,132813,577,124,51,73,58,31,50,88,34,58,21.5
860Z200US64755,ZCTA5 64755,64755,1250,1190,34.6,255,130,227,118,69,456,275,242,122,119,301,101,25,1066,912,77323,85764,91190,88917,26250,32802,1040,40,95.6,4.4,4.1,0.3,0.3,39947,939,38537,,35949,38102,53889,80610,2440,391,243,148,156,80,169,194,77,71,16
860Z200US64756,ZCTA5 64756,64756,264,244,53.7,30,27,38,18,13,40,69,22,138,36,67,10,0,258,215,55594,52917,58889,52917,32279,48210,297,56.5,100,0,0,0,0.3,29792,274,28542,32212,21545,34375,44188,,508,56,39,17,27,8,15,24,10,13,11
860Z200US64759,ZCTA5 64759,64759,3990,4066,38.4,495,465,760,577,494,909,1039,658,465,606,967,464,157,3387,2892,61436,61522,71135,73085,33571,38913,3056,43,99.3,0.7,0.6,0,4.7,33203,2764,35568,46366,31420,36750,39599,45625,7962,1739,920,819,501,249,654,907,383,511,21.8
860Z200US64761,ZCTA5 64761,64761,775,780,35.5,162,108,173,89,40,192,163,136,97,188,111,67,29,658,594,74132,71397,84599,85288,37159,55797,673,41.9,99.6,0.4,0.4,0,0.4,39479,553,38750,108239,35208,34808,24412,56875,1543,220,124,96,102,37,34,119,52,41,14.3
860Z200US64762,ZCTA5 64762,64762,724,729,43.4,107,57,102,105,71,176,118,249,84,181,73,72,58,757,595,73998,91250,95308,98355,19727,29341,662,46.2,100,0,0,0,0.5,41048,601,41898,45357,37625,37619,44375,66417,1451,218,144,74,61,52,76,112,72,106,15
860Z200US64763,ZCTA5 64763,64763,810,836,47.4,88,67,94,166,83,88,164,184,150,196,138,167,61,798,668,71792,63750,92166,68047,29063,38756,542,46.1,99.3,0.7,0,0.7,0.7,35870,497,34647,,34524,27813,,,1607,500,190,310,159,39,190,158,67,168,31.1
860Z200US64765,ZCTA5 64765,64765,1,5,77.5,0,0,0,0,0,0,0,0,0,1,1,4,0,7,5,24040,,,,,,1,,100,0,0,0,0,,1,,,,,,,6,3,1,2,0,0,0,3,1,1,50
860Z200US64767,ZCTA5 64767,64767,319,227,58.8,13,20,22,8,8,47,31,97,43,106,107,26,18,287,267,61800,72917,95553,71111,20563,23494,194,53.7,99.5,0.5,0.5,0,5.7,39079,158,39737,,45114,,43021,,546,123,104,19,57,1,0,105,0,15,22.5
860Z200US64769,ZCTA5 64769,64769,268,287,49.7,32,15,22,30,28,37,71,79,26,19,94,93,9,282,232,80063,58750,114241,63000,14181,21221,195,44.7,99,1,1,0,2.1,31544,177,30662,,31771,30938,50125,10833,555,153,66,87,64,8,78,110,62,84,27.6
860Z200US64770,ZCTA5 64770,64770,592,571,53.4,36,53,61,65,19,128,119,117,153,124,162,72,54,582,528,67025,75956,75540,81094,22039,45194,534,52.7,99.6,0.4,0.4,0,0.4,36458,445,34560,45694,33618,33250,44107,59688,1163,244,130,114,98,42,90,140,51,94,21
860Z200US64771,ZCTA5 64771,64771,171,262,50.5,11,8,41,7,10,52,40,114,18,11,68,53,0,196,175,74985,62969,75712,64063,45000,59028,157,48.5,100,0,0,0,0,44792,149,47647,,45938,42708,,49375,433,112,35,77,59,57,61,77,55,72,25.9
860Z200US64772,ZCTA5 64772,64772,6317,6613,42.2,615,649,774,1031,679,1645,1472,1347,935,1034,1546,1049,154,6054,5435,67580,76588,85048,88333,39516,43428,5772,42.4,98.1,1.9,1,0.9,2.8,35700,5151,36869,14595,34000,35976,40058,68750,12519,2549,1370,1179,689,468,1003,1262,278,807,20.4
860Z200US64776,ZCTA5 64776,64776,1757,1598,50.9,259,134,181,116,104,375,351,392,286,155,683,206,113,2196,1535,51407,52433,60988,61920,31506,35788,1124,43.3,99,1,0.1,0.9,1.8,31345,1050,31387,20357,29100,30888,45625,57188,3266,732,420,312,187,80,353,417,113,232,22.4
860Z200US64778,ZCTA5 64778,64778,170,199,46,14,21,44,14,31,51,9,46,28,20,40,48,3,199,153,69482,76875,78573,81250,31125,43560,129,34.3,100,0,0,0,9.3,43317,100,44087,,37083,44931,,,369,77,37,40,25,5,27,32,2,34,20.9
860Z200US64779,ZCTA5 64779,64779,1296,1630,36.8,267,215,260,208,234,195,413,217,227,185,278,179,48,1144,971,62726,55804,73009,58950,28182,38924,1136,41.4,99.6,0.4,0,0.4,10.2,32112,994,34651,25750,36471,37569,45978,47321,2910,450,209,241,113,58,107,241,56,160,15.5
860Z200US64780,ZCTA5 64780,64780,183,178,58.8,18,10,29,11,2,23,20,37,31,87,60,30,3,282,142,58481,52000,59305,51000,32143,55647,116,62.5,100,0,0,0,0,34000,100,33375,,33250,33750,,,361,99,62,37,37,10,24,58,11,19,27.4
860Z200US64781,ZCTA5 64781,64781,58,34,39.3,0,8,21,3,1,12,4,10,6,3,4,18,2,65,40,47260,44821,59339,44643,,30912,29,49.3,100,0,0,0,0,41250,29,42500,,,58250,,,92,29,23,6,6,1,12,9,8,13,31.5
860Z200US64783,ZCTA5 64783,64783,275,300,50.4,42,62,18,53,22,25,36,93,58,48,75,37,6,436,259,59619,58077,79911,58750,38681,37270,186,51.3,100,0,0,0,0,41500,155,41645,"2,500-",41970,44018,38333,,575,118,70,48,39,11,14,74,5,11,20.5
860Z200US64784,ZCTA5 64784,64784,625,721,45.1,83,95,73,59,70,124,156,247,68,82,182,74,33,651,549,63084,79489,80510,90313,27041,31423,579,45.6,91.7,8.3,0.9,7.4,6.9,36076,551,36570,,36685,40573,27063,55750,1346,164,78,86,60,20,49,92,17,30,12.2
860Z200US64788,ZCTA5 64788,64788,749,708,38.3,118,128,65,122,104,177,82,245,82,94,113,87,40,717,593,97420,76250,87276,93050,35000,114875,783,44.7,99.7,0.3,0,0.3,0.3,32384,743,40952,28929,32367,59107,43523,43750,1457,165,106,59,62,12,84,91,26,60,11.3
860Z200US64790,ZCTA5 64790,64790,535,438,47.8,17,77,71,16,135,58,108,193,72,51,101,58,16,393,354,63936,56563,73207,58162,39583,42113,432,49.2,98.6,1.4,0,1.4,1.4,29896,402,31856,40536,30357,29063,35139,68365,973,271,157,114,83,50,84,119,25,67,27.9
860Z200US64801,ZCTA5 64801,64801,18160,18238,40,1867,1906,1839,2483,3391,4681,3899,4591,2501,2756,4084,1977,423,17460,15494,71220,67381,91873,86563,33668,42322,17524,40.1,93,7,3.6,3.5,7.3,35303,16104,36705,21310,30583,36560,46040,62905,36244,7181,3262,3919,1732,1428,3212,3655,991,2243,19.8
860Z200US64804,ZCTA5 64804,64804,18542,18453,39.1,2215,2613,2400,1984,2279,5039,4672,4170,2327,2040,4302,2067,887,16844,14898,87467,79643,106779,96461,36003,49606,17193,41.7,95.8,4.2,1.4,2.8,5.1,38409,15686,39697,25853,36776,38424,44149,75577,36574,6089,3016,3073,1861,1090,2817,2764,774,2021,16.6
860Z200US64830,ZCTA5 64830,64830,374,371,30,84,85,85,26,14,97,63,87,19,31,119,24,11,314,286,59278,67846,71412,68803,27679,29746,253,43.5,100,0,0,0,0.8,41369,239,35735,29271,41447,,44167,,745,87,41,46,36,34,26,53,19,23,11.7
860Z200US64831,ZCTA5 64831,64831,3351,2937,38.9,319,547,341,320,260,997,766,959,444,236,583,435,81,2586,2285,70977,55170,70679,59583,45294,60585,2628,41.8,90.6,9.4,3.9,5.5,11.6,39289,2546,39523,45954,35034,39556,43638,48205,6195,928,543,385,228,175,348,607,224,420,15
860Z200US64832,ZCTA5 64832,64832,794,582,53.9,23,97,36,138,25,72,100,222,174,149,224,111,5,504,492,84491,102240,90687,106938,57266,63494,606,52.7,99.5,0.5,0.5,0,0.5,38036,516,40682,43176,31769,45417,44353,,1376,196,136,60,97,34,61,147,12,85,14.2
860Z200US64833,ZCTA5 64833,64833,38,35,34.2,0,4,16,10,0,9,11,8,6,2,2,4,1,34,24,62450,71250,64904,73750,,,37,35.2,100,0,0,0,0,32083,37,33750,21250,29375,60625,,,73,10,7,3,5,7,1,3,1,3,13.7
860Z200US64834,ZCTA5 64834,64834,5029,5447,35.9,704,1015,901,809,364,1306,1503,1153,727,430,932,469,163,3936,3654,110170,94909,126284,120298,37941,52152,4979,43.8,97.4,2.6,1.4,1.2,4.7,46716,4621,48873,,52333,37336,60021,69576,10457,1108,622,486,230,263,307,526,98,358,10.6
860Z200US64835,ZCTA5 64835,64835,1224,754,34.2,154,200,135,203,60,262,248,207,179,92,158,48,32,779,689,57571,61364,64720,68083,32750,34746,720,39.4,96.3,3.8,1.1,2.6,3.8,35247,700,35426,37381,31607,34934,34583,70625,1978,359,237,122,134,33,123,243,52,108,18.1
860Z200US64836,ZCTA5 64836,64836,12322,13405,35.8,1698,1791,2323,2098,1617,2923,3702,3167,1383,1344,2053,1135,493,10241,9235,76441,69498,87626,86257,35306,43650,11610,40.9,86.7,13.3,3.1,10.2,16.1,37683,10660,41124,30000,38544,41643,44416,65030,25356,3107,1544,1563,927,731,1010,1468,497,837,12.3
860Z200US64840,ZCTA5 64840,64840,1723,1843,39.8,199,345,265,119,114,517,370,326,279,262,355,392,23,1397,1313,89914,75255,95898,77708,55737,56064,1423,42,97,3,2.9,0.1,5.1,47191,1393,46267,28376,41250,49764,52865,,3566,431,219,212,152,38,113,206,22,105,12.1
860Z200US64841,ZCTA5 64841,64841,536,790,32.2,158,147,63,65,89,241,194,150,35,77,39,61,7,515,472,58472,62647,63261,84583,32000,43477,708,36,96.9,3.1,2.4,0.7,5.9,27917,689,31667,,30417,23750,44545,55489,1326,103,35,68,9,28,49,56,8,44,7.8
860Z200US64842,ZCTA5 64842,64842,472,473,35.6,37,120,73,131,45,62,172,107,36,36,90,20,16,363,294,134086,68300,145353,,62857,65798,382,42.6,93.7,6.3,5.2,1,14.1,45000,315,55000,30774,31250,165378,60129,,945,105,70,35,25,14,24,50,15,15,11.1
